_id,lang,tln,cc,loc,p,tlt,plt,t,cr,acr,pln,flrs,f,uid
908970220370440192,en,77.18684,IN,white house,1wwwewewert,28.64521,28.64521,"As the White House mulls DACA, a DREAMer died saving people in Harvey’s floods https://t.co/v4bkUEfBsp",2017-09-16T02:56:03Z,2008-08-26T12:28:56Z,77.18684,1233,1e222211,16000065
911609726219075584,en,85.7941,IN,sudan,1wwwewewert,24.24794,24.24794,RT @AJEnglish: Flash floods destroy thousands of homes in Sudan https://t.co/0lzc3KHmvn https://t.co/Owgu69laRL,2017-09-23T09:44:30Z,2010-10-22T02:02:39Z,85.7941,256,1e222211,206086957
913263838480392192,en,74.79382,IN,gujranwala,1wwwewewert,31.85474,31.85474,"RT @AndColorPockeT: Urgent
B+ group platelets suffering from dengue,Ankit Arora

At Vinayak hospital, Gujranwala town,delhi,
Contact 098990…",2017-09-27T23:17:21Z,2012-08-06T09:14:39Z,74.79382,163,1e222211,740767280
917932946354348032,en,78.49966,IN,hyderabad,1wwwewewert,17.3894,17.3894,Orphaned lakes to blame for Hyderabad floods https://t.co/vWVuQ089ET,2017-10-10T20:30:43Z,2009-04-13T05:44:45Z,78.49966,10121,1e222211,30846824
916409154465656837,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,RT @CW_dynastycrook: Kerala now accounts for 45% of Indias GDP (Gross Dengue Production). Huge Congratulations to CM Pinarayi Vijayan!… ,2017-10-06T15:35:43Z,2011-06-02T14:51:42Z,76.97021,416,1e222211,309870468
912863024041549824,en,78.49966,IN,hyderabad,1wwwewewert,17.3894,17.3894,"RT @RajivAluri: Urgent
Need blood donors for dengue patient at Global Hospital lakdikapool Hyderabad.
Pls call 
Lakshmaiah 
9963494412
8374…",2017-09-26T20:44:39Z,2010-02-01T10:53:14Z,78.49966,2593,1e222211,110456605
913733513597173760,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"This is really shocking as Over 40,000 people in India died of Dengue last year
#SuperHitPlateletDonor",2017-09-29T06:23:40Z,2014-09-25T08:46:09Z,76.97021,23379,1e222211,2831833890
911112854476083200,en,88.40453,IN,pearl,1wwwewewert,22.5687,22.5687,"E/PC #Football returns Pearl City 1st time since #Summer: https://t.co/ZfhHfJiLcN, https://t.co/D5ZBXC3k6m https://t.co/0sLOyJEgWh",2017-09-22T00:50:06Z,2016-03-20T11:22:16Z,88.40453,85,1e222211,711596227960434693
914943983893217281,en,75.83731,IN,las,1wwwewewert,33.17372,33.17372,"Prayers for Puerto Rico.  Prayers for Las Vegas.  Prayers for everyone recovering from fires, floods and hurricanes. Pray without ceasing.",2017-10-02T14:33:39Z,2015-01-16T14:46:37Z,75.83731,343,1e222211,2981668883
908733920514101248,en,77.18684,IN,white house,1wwwewewert,28.64521,28.64521,Houston floods: White House seeks disaster aid from Congress - BBC News https://t.co/eBPdyJsaQU,2017-09-15T11:17:04Z,2011-08-26T17:59:52Z,77.18684,3209,1e222211,362768080
913707505817075713,en,77.4233395,IN,"Ghaziabad, India",4d51b7ea67b6f64b,28.773568,28.773568,Become the platelet donor and save someone from dengue. #SuperHitPlateletDonor,2017-09-29T04:40:19Z,2009-09-23T01:22:59Z,77.4233395,6420,4d51b7ea67b6f64b,76580728
907928673323442176,en,80.03853,IN,bihar,1wwwewewert,27.07982,27.07982,RT @narendramodi: In Bihar today to review the situation arising due to the floods in the state.,2017-09-13T05:57:18Z,2017-01-15T07:40:03Z,80.03853,6,1e222211,820619054771736576
907741623500468224,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,Call out to all #educators Lets help our friends in Nepal get their schools sorted after floods. @MRsalakas… https://t.co/TSNSS9PRoM,2017-09-12T17:34:02Z,2013-09-20T03:28:00Z,83.40232,328,1e222211,1885860624
908699252410474496,en,85.19953,IN,asia,1wwwewewert,25.38954,25.38954,"While the West watches Texas, 41 million people are being affected by floods in south Asia https://t.co/V5PLtdDPPw",2017-09-15T08:59:19Z,2017-04-12T10:29:13Z,85.19953,14,1e222211,852189368244633601
917576101299449858,en,79.85894,IN,san,1wwwewewert,29.56461,29.56461,"RT @jbendery: Trump spent the afternoon golfing.

Heres the mayor of San Juan evacuating elderly/sick ppl amid floods, per pic t… ",2017-10-09T20:52:44Z,2009-05-28T15:56:58Z,79.85894,1728,1e222211,43200438
909421327387287553,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,RT @PowerLedger_io: Find out more about how useful #solar #energy came during recent floods in India https://t.co/IXVwkf8NLE… ,2017-09-17T08:48:35Z,2013-12-18T23:56:10Z,76.97021,442,1e222211,2253026437
916304807429783553,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,RT @CW_dynastycrook: Kerala now accounts for 45% of Indias GDP (Gross Dengue Production). Huge Congratulations to CM Pinarayi Vijayan!… ,2017-10-06T08:41:04Z,2013-05-07T10:15:48Z,76.97021,20,1e222211,1410555716
907910475358232577,en,76.5,IN,kl,1wwwewewert,10.41667,10.41667,"idk how many times i got lucky, escaped flash floods up in KL just by a mere half an hour or so. Weww",2017-09-13T04:45:00Z,2011-12-15T09:54:22Z,76.5,220,1e222211,437565113
