1	248
2	98
3	52
4	29
5	19
6	15
7	8
8	13
9	12
10	7
11	10
12	3
13	4
14	6
15	2
16	6
17	5
18	2
19	4
20	6
21	2
22	3
23	4
24	4
25	1
26	2
30	3
31	2
32	2
33	1
34	2
36	1
37	2
38	1
39	1
42	1
45	1
47	1
50	1
53	1
54	1
56	1
57	1
59	1
62	1
65	1
71	1
72	1
74	1
86	1
88	1
95	2
102	1
104	1
107	1
109	1
113	1
119	1
130	2
133	1
137	1
140	1
163	1
177	1
204	1
215	1
220	1
244	1
262	1
272	1
289	1
294	1
354	1
394	1
405	1
408	1
436	1
478	1
491	1
528	1
631	1
694	1
1029	1
1234	1
1388	1
2147	1
