_id,lang,tln,cc,loc,p,tlt,plt,t,cr,acr,pln,flrs,f,uid
916301779285012480,en,,,,,,,RT @MsSnehaTweeting: @shrenuparikh11 what a performance girl.... Kudos to you 👏👏👏 😘😘😘😘 u nailed it again. 😘😘 #RiKara  #Ishqbaaaz  #proudFan…,2017-10-06T08:29:02Z,2017-06-11T18:52:26Z,,125,,874059280743378944
914314566800216064,en,,,,,,,"RT @kurteichenwald: Dengue fever, Zika and conjunctivitis spreading in Puerto Rico. But plz, republicans, keep telling everyone its their…",2017-09-30T20:52:34Z,2009-05-24T19:25:04Z,,190,,42316740
915926086151692288,en,,,,,,,* Flood warning for Joburg as thunderstorm season strikes  News24 Full coverage https://t.co/WlR44ZlfZT via #hng… https://t.co/KNdroJxFCz,2017-10-05T07:36:10Z,2011-10-06T16:47:36Z,,12900,,386236915
911219050646253569,en,,,,,,,"RT @clintonkowach: Mosquitoes carrying deadly diseases could invade 75% of America, warns US government https://t.co/JfhB8sOhBc #News #Bibl…",2017-09-22T07:52:05Z,2013-12-27T21:01:33Z,,5,,2265228554
914560457226276864,en,,,,,,,RT @kurteichenwald: 9 million children lose health insurance. Dengue fever &amp; Zika in Puerto Rico. Childish taunts at a nuclear armed madman…,2017-10-01T13:09:39Z,2010-11-23T19:31:38Z,,540,,219135795
917169661262868481,en,,,,,,,"#Vadnagar  
BiteFree Double Bed 6x6 Feet Mosquito Net GOOD QUALITY #dengue  
 
 Rs230
 
  https://t.co/4CVH04lWHy v… https://t.co/sIM3pGpBXh",2017-10-08T17:57:42Z,2017-10-06T08:24:37Z,,0,,916300666171043840
917147346982658050,en,,,,,,,"#kahanhaiparking  
BiteFree Mosquito Net advance with zipper #dengue  
 
 Rs 299
 
  https://t.co/AbFZpKOf0F v3726 https://t.co/WbgDWqYARS",2017-10-08T16:29:01Z,2017-10-06T08:24:37Z,,0,,916300666171043840
910612933696212993,en,,,,,,,"Hurricane Maria brings destruction, heavy floods to Puerto R #digitalmarketing #news #today https://t.co/zDEzDgTgTt… https://t.co/WC10nYfamI",2017-09-20T15:43:36Z,2010-11-05T02:30:42Z,,10454,,212145230
913858371161378816,en,,,,,,,"@TWCAlexWilson @iowastate_jay @mikebettes Not surprised you all are sick being in those floods, soaked, wind beaten… https://t.co/wHLBDEkiju",2017-09-29T14:39:49Z,2011-07-16T18:08:40Z,,43,,336814840
912094232353140736,en,,,,,,,With profound human suffering all over the world (Floods in Texas. Florida and the Caribbean devastated by... https://t.co/CAHSf7Gfqc,2017-09-24T17:49:45Z,2010-06-20T18:12:38Z,,177,,157809251
910532065581572096,en,,,,,,,"Millions of people affected by hurricanes and floods.  @JY_LeDrian , @angealfa &amp; @margotwallstrom will you pledge funds?",2017-09-20T10:22:15Z,2017-09-18T12:12:34Z,,3,,909835049532616705
